,Unnamed: 0,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
518,518,Jacob Toppin,1.4,0.9,0.4,0.1,0.0,0.2,0.409,0.5,24.0,SF,0.0,3.0,-2.6,0.0,0.03,"578,577"
519,519,Jacob Toppin,1.4,0.9,0.4,0.1,0.0,0.2,0.409,0.5,24.0,SF,0.0,3.0,-2.6,0.0,0.03,"131,903"
520,520,Cam Christie,1.4,0.9,0.5,0.4,0.1,0.2,0.292,0.154,19.0,SG,0.0,2.0,-2.5,0.0,-0.005,"1,157,153"
521,521,Chris Livingston,1.4,1.7,0.2,0.2,0.0,0.3,0.333,0.0,21.0,SF,1.0,3.0,-6.1,-0.1,0.035,"1,891,857"
522,522,Trey Alexander,1.3,0.5,0.5,0.1,0.0,0.2,0.317,0.176,21.0,SG,0.0,2.0,-9.7,-0.2,-0.077,"578,577"
523,523,Spencer Jones,1.3,0.9,0.3,0.3,0.3,0.3,0.324,0.059,23.0,SF,0.0,2.0,-8.5,-0.2,-0.031,"578,577"
524,524,Skal Labissière,1.3,0.8,0.3,0.0,0.0,0.0,0.5,1.0,28.0,PF,0.0,10.0,2.1,0.0,0.165,"128,603"
525,525,Jalen Bridges,1.1,0.5,0.0,0.0,0.0,0.5,0.286,0.286,23.0,SF,0.0,2.0,-12.5,-0.1,-0.178,"578,577"
526,526,Yuri Collins,1.0,1.5,2.0,1.0,0.0,0.0,0.333,,23.0,PG,0.0,2.0,0.3,0.0,0.214,"66,503"
527,527,Daniss Jenkins,1.0,0.3,0.4,0.0,0.0,0.1,0.3,0.143,23.0,PG,0.0,2.0,-15.8,-0.1,-0.15,"578,577"
528,528,Braxton Key,1.0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,27.0,SF,0.0,5.0,-13.6,0.0,-0.259,"129,415"
529,529,Bryce McGowens,1.0,0.2,0.2,0.1,0.0,0.3,0.286,0.0,22.0,SG,0.0,4.0,-13.6,-0.1,-0.172,"578,577"
530,530,Xavier Tillman Sr.,1.0,1.3,0.2,0.3,0.2,0.4,0.245,0.156,26.0,C,2.0,,-8.1,-0.4,-0.057,"2,237,691"
531,531,Luke Travers,1.0,1.7,0.7,0.1,0.1,0.7,0.25,0.0,23.0,SG,0.0,2.0,-9.7,-0.2,-0.082,"578,577"
532,532,Isaiah Crawford,0.9,0.5,0.1,0.1,0.1,0.1,0.455,0.2,23.0,SF,0.0,2.0,-4.1,0.0,0.037,"578,577"
533,533,Justin Minaya,0.9,0.5,0.4,0.3,0.1,0.3,0.381,0.2,25.0,SF,0.0,4.0,-5.4,-0.1,-0.007,"578,577"
534,534,Anton Watson,0.9,0.3,0.2,0.1,0.0,0.2,0.444,0.0,24.0,SF,0.0,2.0,-10.1,0.0,-0.07,"578,577"
535,535,D.J. Carton,0.8,1.0,0.8,0.5,0.0,1.0,0.143,0.0,24.0,SG,0.0,3.0,-11.1,-0.1,-0.199,"289,289"
536,536,PJ Dozier,0.8,0.6,0.6,0.1,0.0,0.1,0.667,0.667,28.0,SG,0.0,9.0,0.7,0.0,0.107,"1,051,255"
537,537,Joe Ingles,0.8,0.6,1.2,0.1,0.0,0.5,0.261,0.2,37.0,SF,1.0,12.0,-7.0,-0.1,-0.035,"3,303,771"
538,538,Harrison Ingram,0.8,1.8,0.6,0.6,0.0,0.2,0.5,0.0,22.0,SF,0.0,2.0,-1.2,0.0,0.093,"578,577"
539,539,Ulrich Chomche,0.7,1.1,0.3,0.0,0.1,0.3,0.4,,19.0,PF,0.0,2.0,-7.4,0.0,0.001,"578,577"
540,540,James Johnson,0.7,0.5,0.3,0.0,0.2,0.3,0.364,0.0,37.0,PF,0.0,17.0,-9.7,-0.1,-0.162,"4,510,905"
541,541,Liam Robbins,0.7,0.9,0.2,0.2,0.2,0.5,0.25,0.0,25.0,C,0.0,2.0,-10.5,-0.1,-0.066,"578,577"
542,542,Stanley Umude,0.7,0.8,0.2,0.1,0.3,0.1,0.192,0.2,25.0,SG,0.0,4.0,-8.1,-0.1,-0.086,"578,577"
543,543,Cui Yongxi,0.6,0.4,0.0,0.0,0.0,0.0,0.143,0.0,21.0,SG,0.0,2.0,-24.9,-0.1,-0.473,"176,943"
544,544,Tristen Newton,0.4,0.5,0.3,0.1,0.0,0.3,0.125,0.0,23.0,SG,0.0,2.0,-20.7,-0.1,-0.33,"578,577"
545,545,Malevy Leons,0.3,0.5,0.2,0.0,0.0,0.2,0.0,0.0,25.0,SF,0.0,2.0,-12.4,-0.1,-0.052,"126,356"
546,546,Daishen Nix,0.3,1.3,1.0,0.0,0.0,1.3,0.0,0.0,22.0,PG,0.0,5.0,-16.2,0.0,-0.327,"238,068"
547,547,Daishen Nix,0.3,1.3,1.0,0.0,0.0,1.3,0.0,0.0,22.0,PG,0.0,5.0,-16.2,0.0,-0.327,"124,288"
548,548,Terence Davis,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,SG,0.0,7.0,-16.9,0.0,-0.191,"64,301"
549,549,Jesse Edwards,0.0,0.0,0.5,0.0,0.0,0.0,,,24.0,C,0.0,2.0,-4.0,0.0,0.111,"578,577"
550,550,Mac McClung,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,26.0,SG,0.0,5.0,-11.0,0.0,-0.047,"578,577"
551,551,Jalen McDaniels,0.0,0.0,0.3,0.3,0.0,0.0,,,27.0,SF,0.0,7.0,5.6,0.0,0.114,"4,741,800"
552,552,Jalen McDaniels,0.0,0.0,0.3,0.3,0.0,0.0,,,27.0,SF,0.0,7.0,5.6,0.0,0.114,"139,391"
553,553,Riley Minix,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,SF,0.0,2.0,-11.8,0.0,-0.114,"578,577"
554,554,Jahlil Okafor,0.0,1.0,1.0,0.0,0.0,0.0,,,29.0,C,0.0,11.0,7.5,0.0,0.196,"150,179"
555,555,Zyon Pullin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,SG,0.0,2.0,-22.7,0.0,-0.304,"302,411"
556,556,Zyon Pullin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,SG,0.0,2.0,-22.7,0.0,-0.304,"77,500"
557,557,Isaiah Stevens,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,24.0,PG,0.0,2.0,-11.8,0.0,-0.196,"350,668"
